patricID	ri_t12_A	ri_t12_B	ri_t12_C	btri_t12_riA	btri_t12_riB	btri_t12_riC
fig|536231.75.peg.2559	2	0	0	3	0	0
fig|536231.75.peg.2560	15	15	29	3	0	4
fig|536231.75.peg.2561	13	0	9	7	0	0
fig|536231.75.peg.2562	28	24	44	3	3	6
fig|536231.75.peg.2563	8	6	18	0	3	0
fig|536231.75.peg.2564	37	16	44	6	10	4
fig|536231.75.peg.2565	11	6	3	1	0	4
fig|536231.75.peg.2566	0	4	7	4	0	3
fig|536231.75.peg.2567	60	40	62	4	17	11
fig|536231.75.peg.2568	68	26	25	16	9	5
fig|536231.75.peg.2569	24	16	12	6	0	2
fig|536231.75.peg.2570	0	0	0	0	0	0
fig|536231.75.peg.2571	11	7	3	1	4	8
fig|536231.75.peg.2572	122	61	64	53	25	31
fig|536231.75.peg.2573	173	74	100	31	24	10
fig|536231.75.peg.2574	6	3	4	0	2	1
fig|536231.75.peg.2575	78	150	98	27	10	13
fig|536231.75.peg.2576	37.962	61.384	5	0	0	0
fig|536231.75.peg.2577	3216.038	7760.769	999	66	56	71
fig|536231.75.peg.2578	80.738	46.054	57	22	12	6
fig|536231.75.peg.2579	21.262	34.946	16	7	5	8
fig|536231.75.peg.2580	1	0	3	1	0	0
fig|536231.75.peg.2581	36003.625	19743.918	16340.997	2527	2080	1994
fig|536231.75.peg.2582	1162	1585.382	1188	15	3	3
fig|536231.75.peg.2583	3	1	4	1	0	0
fig|536231.75.peg.2584	2	6	10	3	0	3
fig|536231.75.peg.2585	0	0	0	0	0	0
fig|536231.75.peg.2586	0	2	0	0	1	0
fig|536231.75.peg.2587	0	0	0	0	0	0
fig|536231.75.peg.2588	5	5	2	2	0	1
fig|536231.75.peg.2589	316.535	569.58	723.68	3.995	1.998	7.947
fig|536231.75.peg.2590	15	3.279	10	0	0	0
fig|536231.75.peg.2591	1244	2715.951	2240.864	81	55	47
fig|536231.75.peg.2592	161628.49	125002.466	134073.614	9443	6527	7796
fig|536231.75.peg.2593	180	87	93	4	1	4
fig|536231.75.peg.2594	112161.005	76912.292	58592.614	6475	5358	7448
fig|536231.75.peg.2595	141908.085	106170.27	114594.941	8158	5039	8039
fig|536231.75.peg.2596	145636.384	123118.738	116623.273	5708.858	4915.076	6446.142
fig|536231.75.peg.2597	58874.327	43911.806	27267.092	4116.142	2859.924	4522.858
fig|536231.75.peg.2598	1661	1577	2025	32	15	34
fig|536231.75.peg.2599	87950.883	124462.393	68135	2261	1676	2253
fig|536231.75.peg.2600	4641	4866	3664	72	91	118
fig|536231.75.peg.2601	1928	1644	998	49	46	68
fig|536231.75.peg.2602	7.252	41.761	45.56	0	2	0
fig|536231.75.peg.2603	8	7	0	0	0	0
fig|536231.75.peg.2604	66.995	37.291	62.105	0	2.908	1
fig|536231.75.peg.2605	21.403	39.318	32.349	0	1	0
fig|536231.75.peg.2606	542	1183	388	17	9	4
fig|536231.75.peg.2607	123	120	79	2	3	12
fig|536231.75.peg.2608	68	45	22	1	0	2
fig|536231.75.peg.2609	43	46	11	5	1	6
fig|536231.75.peg.2610	167	140	69	21	20	13
fig|536231.75.peg.2611	63	77.002	56	3	8	3
fig|536231.75.peg.2612	1	9	9	0	0	0
fig|536231.75.peg.2613	250.259	198.303	149.309	4.998	0	2
fig|536231.75.peg.2614	673.741	532.697	318.691	42.002	10	14
fig|536231.75.peg.2615	635	615	300	30	18	18
fig|536231.75.peg.2616	2419	2297	1392	161	160	167
fig|536231.75.peg.2617	3543	6145.913	3536.737	106	80	78
fig|536231.75.peg.2618	202	149.087	46	17	16	9
fig|536231.75.peg.2619	551	485.133	239.009	36	34	48
fig|536231.75.peg.2620	181	190.867	103.991	9	5	8
fig|536231.75.peg.2621	0	0	0	0	0	0
fig|536231.75.peg.2622	251	421	176.386	0	5	0
fig|536231.75.peg.2623	22	75	41.614	3	0	0
fig|536231.75.peg.2624	77	192	179	1	4	4
fig|536231.75.peg.2625	838	988.704	1057	80	48	71.048
fig|536231.75.peg.2626	0	0	0	0	0	0
fig|536231.75.peg.2627	132.831	418.333	545.757	0	9.667	14.23
fig|536231.75.peg.2628	7	5	7	0	2	2
fig|536231.75.peg.2629	0	0	0	1	0	0
fig|536231.75.peg.2630	0	0	0	0	0	0
fig|536231.75.peg.2631	0	0	0	0	0	0
fig|536231.75.peg.2632	93	87	68	21	10	22
fig|536231.75.peg.2633	20	18	6	8	4	4
fig|536231.75.peg.2634	0	2	1	0	0	0
fig|536231.75.peg.2635	0	6	0	0	0	0
fig|536231.75.peg.2636	0	4	4	0	0	0
fig|536231.75.peg.2637	1	11	4	1	7	0
fig|536231.75.peg.2638	7	1	3	2	1	0
fig|536231.75.peg.2641	0	0	3	2	0	0
fig|536231.75.peg.2642	11514.257	4927.101	3878.801	485.198	225.381	228.306
fig|536231.75.peg.2643	23211.743	8862.911	6486.199	2075.802	920.619	1140.694
fig|536231.75.peg.2644	0	0	0	1	0	0
fig|536231.75.peg.2645	0	0	0	0	0	0
fig|536231.75.peg.2646	0	1	0	0	0	0
fig|536231.75.peg.2647	0	0	0	0	0	0
fig|536231.75.peg.2648	16730.005	26420.979	14608	284	277	154
fig|536231.75.peg.2649	6	13	21	0	0	4
fig|536231.75.peg.2650	0	4	0	2	0	2
fig|536231.75.peg.2651	0	0	0	2	0	0
fig|536231.75.peg.2652	0	0	6	0	0	0
fig|536231.75.peg.2653	1	7	6	0	0	0
fig|536231.75.peg.2654	0	0	0	0	0	0
fig|536231.75.peg.2655	0	0	0	0	0	0
fig|536231.75.peg.2656	0	0	0	0	0	0
fig|536231.75.peg.2657	3	3	1	0	0	0
fig|536231.75.peg.2658	2	7	0	0	4	0
fig|536231.75.peg.2659	0	0	0	0	0	0
fig|536231.75.peg.2660	15	3	2	1	3	0
fig|536231.75.peg.2663	0	0	0	0	0	0
fig|536231.75.peg.2664	5	8	6	0	4	4
fig|536231.75.peg.2665	7	2	0	0	0	1
fig|536231.75.peg.2666	1772.609	4098	1775	13	10	4
fig|536231.75.peg.2667	14.562	15.126	16.261	3.5	3.076	0
fig|536231.75.peg.2668	264.926	196	114	32	17	8
fig|536231.75.peg.2669	496	961	388	10	12	3
fig|536231.75.peg.2670	375	331	121	22	18	29
fig|536231.75.peg.2671	530	711	145	25	10	11
fig|536231.75.peg.2672	1514	2122	387	38	25	23
fig|536231.75.peg.2673	0	0	0	0	0	0
fig|536231.75.peg.2674	0	9	6	0	0	0
fig|536231.75.peg.2675	0	0	0	0	0	0
fig|536231.75.peg.2676	1	5	0	0	0	0
fig|536231.75.peg.2677	10	64	23	0	0	0
fig|536231.75.peg.2678	2	3	1	0	0	0
fig|536231.75.peg.2679	0	0	0	0	0	0
fig|536231.75.peg.2680	950.465	1493.42	1043.46	11.005	4.002	2.053
fig|536231.75.peg.2681	3	7.721	14	0	0	0
fig|536231.75.peg.2682	164	68.049	79.136	9	7	11
fig|536231.75.peg.2683	23	15.623	49	2	0	1
fig|536231.75.peg.2684	2697	1549.377	3625	91	64	77
fig|536231.75.peg.2685	9605	3180	8948	553	413	536
fig|536231.75.peg.2686	22	20	17	0	0	0
fig|536231.75.peg.2687	2969	2178	5595	85	57	42
fig|536231.75.peg.2688	648	328	1031	18	7	13
fig|536231.75.peg.2689	2	0	0	0	0	0
fig|536231.75.peg.2690	3261	4471.711	3306	104	59	49
fig|536231.75.peg.2691	1073	843	918	26	10	9
fig|536231.75.peg.2692	1118.254	899.489	1438.081	34.453	24.731	43.475
fig|536231.75.peg.2693	1110.328	908.862	1839.081	22.137	11.35	23
fig|536231.75.peg.2694	9988.552	12452.324	11208.945	691.953	399	442
fig|536231.75.peg.2695	1135	776.034	667	62	43	84
fig|536231.75.peg.2698	143.778	181	218.133	8	9.962	5
fig|536231.75.peg.2699	878.585	877	932.855	22	20.038	36
fig|536231.75.peg.2700	0	0	0	0	0	0
fig|536231.75.peg.2701	20.748	13.239	19.44	4	2	0
fig|536231.75.peg.2702	11	5	6	0	2	0
fig|536231.75.peg.2703	45.005	20.709	14.895	6	6.092	7
fig|536231.75.peg.2704	22.597	45.682	20.651	1	0	0
fig|536231.75.peg.2706	923	1390	778	6	8	5
fig|536231.75.peg.2707	6058	3616	4903.544	362	221	330
fig|536231.75.peg.2708	3723	2648.225	2298.028	206	112.117	207.239
fig|536231.75.peg.2709	1749	1069.775	3091.972	80	93.883	103.761
fig|536231.75.peg.2710	5151.724	1880	6327	196	103	185
fig|536231.75.peg.2711	5697.001	2000	6500.057	251	178.012	230
fig|536231.75.peg.2712	2998	2572	2956	257	115.988	159
fig|536231.75.peg.2713	1562	511	1009	66	38	48
fig|536231.75.peg.2714	47	12	102	0	0	1
fig|536231.75.peg.2715	2	6.296	0	3	0	2.952
fig|536231.75.peg.2716	6405	9017	9645	211	200	187
fig|536231.75.peg.2717	5350.616	3631.664	3063.028	248	176.366	169.139
fig|536231.75.peg.2718	650.162	482.975	264	61.908	44.634	68.861
fig|536231.75.peg.2719	2206.222	1632.389	1325	172.092	102	105
fig|536231.75.peg.2720	7257	6287	10576	200	120	167
fig|536231.75.peg.2721	11495	10404.667	8994	347	322	251
fig|536231.75.peg.2722	784	851	495	71	15	44
fig|536231.75.peg.2723	1865	2442	1401.112	158	123	107
fig|536231.75.peg.2724	10628.72	13107	4974	1415	1064	749
fig|536231.75.peg.2725	6	5	6	1	0	0
fig|536231.75.peg.2726	0	0	10	0	0	0
fig|536231.75.peg.2727	0	0	0	0	0	0
fig|536231.75.peg.2728	0	0	0	0	0	0
fig|536231.75.peg.2729	6	0	0	0	0	0
fig|536231.75.peg.2732	152	175	75	22	15	26
fig|536231.75.peg.2733	168	217	63	35	47	26
fig|536231.75.peg.2736	193	278	163	11	15	11
fig|536231.75.peg.2737	5	15	4	0	2	0
fig|536231.75.peg.2738	0	4	0	0	0	0
fig|536231.75.peg.2739	141	148	112	12	6	14
fig|536231.75.peg.2740	5	21	3	0	0	0
fig|536231.75.peg.2743	51	40	10	5	1	2
fig|536231.75.peg.2744	34455.753	66112.956	7369	253	167	159
fig|536231.75.peg.2745	3	9	4	0	0	0
fig|536231.75.peg.2748	3	7	14	1	0	4
fig|536231.75.peg.2749	0	0	0	0	0	0
fig|536231.75.peg.2750	5	0	0	0	0	0
fig|536231.75.peg.2751	1	0	4	0	0	0
fig|536231.75.peg.2752	0	4	1	0	0	0
fig|536231.75.peg.2753	0	0	1	0	2	2
fig|536231.75.peg.2754	9104	13390	5468	29	29	16
fig|536231.75.peg.2755	1	14	8	3	0	0
fig|536231.75.peg.2756	1	5	10	0	0	1
fig|536231.75.peg.2757	0	1	0	0	0	0
fig|536231.75.peg.2758	0	0	1	0	0	0
fig|536231.75.peg.2759	9	4	6	0	1	0
fig|536231.75.peg.2760	0	0	6	1	0	0
fig|536231.75.peg.2761	22	3	0	0	0	3
fig|536231.75.peg.2762	24	24	18	6	1	0
fig|536231.75.peg.2763	16	9	5	0	0	0
fig|536231.75.peg.2764	0	0	0	0	0	0
fig|536231.75.peg.2765	2	1	5	2	0	3
fig|536231.75.peg.2766	0	0	0	0	0	0
fig|536231.75.peg.2767	36	6	14	5	1	0
fig|536231.75.peg.2768	10	0	1	0	4	0
fig|536231.75.peg.2769	0	0	0	0	0	0
fig|536231.75.peg.2770	44	63	28	0	0	0
fig|536231.75.peg.2771	0	0	0	0	0	0
fig|536231.75.peg.2772	0	0	4	2	0	0
fig|536231.75.peg.2774	74.002	82.003	87.206	14	8	13
fig|536231.75.peg.2775	12	6	0	0	0	0
fig|536231.75.peg.2776	2	0	0	0	3	0
fig|536231.75.peg.2777	0	0	0	0	0	0
fig|536231.75.peg.2778	710	553	547	71	57	27
fig|536231.75.peg.2779	4796.112	4948	6975	169	130	164
fig|536231.75.peg.2780	140	90	76	14	5	6
fig|536231.75.peg.2781	534.757	488.776	418.811	73	49	57
fig|536231.75.peg.2782	2	3	1	0	0	0
fig|536231.75.peg.2783	0	0	0	0	0	0
fig|536231.75.peg.2784	2389	5227.232	2144.492	44	28	27
fig|536231.75.peg.2785	9105.894	12035.088	5318.522	34.899	28	24
fig|536231.75.peg.2786	1038.76	1429.947	1826.985	15.101	8	13
fig|536231.75.peg.2787	8	18	13	0	1	0
fig|536231.75.peg.2788	23	22	39	5	1	10
fig|536231.75.peg.2789	44	46	11	5	0	5
fig|536231.75.peg.2790	51	34	21	9	2	9
fig|536231.75.peg.2791	0	1	0	0	0	0
fig|536231.75.peg.2792	37	45	2	1	2	8
fig|536231.75.peg.2793	354500.191	302024.798	237705.659	35054	29121	33757
fig|536231.75.peg.2794	3288	2754	1361	96	88	143
fig|536231.75.peg.2795	1486	1520	431	60	59	87
fig|536231.75.peg.2796	5	3	0	0	0	0
fig|536231.75.peg.2797	254120.455	166245.622	111054.194	16168	15560	13403
fig|536231.75.peg.2798	2595	2195	2152	366	255	289
fig|536231.75.peg.2799	1068	1317	806	104	62	44
fig|536231.75.peg.2800	27524.029	19588	18212	1926	1299	2313
fig|536231.75.peg.2801	25732	20638.96	20003	2517	2013	1796
fig|536231.75.peg.2802	31850.461	29294	21415	3029	1636	1888
fig|536231.75.peg.2803	27267.299	23517.192	14765	2188	1128	1442
fig|536231.75.peg.2804	19337.02	18680.355	12888	1971.236	1238	1068
fig|536231.75.peg.2805	10341	15157.457	15409.179	378.764	214	153
fig|536231.75.peg.2806	863.912	602.922	466	58.57	60	43.865
fig|536231.75.peg.2807	7733.088	3966.078	4165	699.43	507	493.135
fig|536231.75.peg.2808	822	470	374	60	43	51
fig|536231.75.peg.2809	175.486	98	137.001	13.005	11.004	21
fig|536231.75.peg.2810	187.514	112	173.999	18.995	30.996	21
fig|536231.75.peg.2811	295	167	197	36	27	37
fig|536231.75.peg.2812	8368	7195	5647	690	576	680
fig|536231.75.peg.2813	20296.651	15192.411	10206	1388	821	1073
fig|536231.75.peg.2814	5037	6417	3869	521	417	357
fig|536231.75.peg.2815	8141	8170.405	5381	1074	894	908
fig|536231.75.peg.2816	0	0	0	0	0	0
fig|536231.75.peg.2817	1991	750	1265	212	185	194
fig|536231.75.peg.2818	2815	899	1286	135	139	207
fig|536231.75.peg.2820	21384.368	11722	14340.007	2173	1509	2188
fig|536231.75.peg.2821	31901.12	18144	22358.283	6234	4930	6286
fig|536231.75.peg.2822	319	287	163	83	43	84
fig|536231.75.peg.2823	58929.156	61975.966	37336.413	11040	9096	8887
fig|536231.75.peg.2824	85147.59	90130.802	44171.566	14954	10097	11789
fig|536231.75.peg.2825	294	225.002	184	27	28	18
fig|536231.75.peg.2826	2970	2809	2904.023	639	356	528
fig|536231.75.peg.2827	1264	1360	1714	268	169	220
fig|536231.75.peg.2828	0	0	0	0	0	0
fig|536231.75.peg.2829	103315.786	97198.695	21009.019	4305	4087	4630
fig|536231.75.peg.2830	7556.214	7271.085	1202.018	422	332	413
fig|536231.75.peg.2831	46987.331	116653.056	2839	1151	881	1134
fig|536231.75.peg.2832	283.728	432.11	51	23	19	16
fig|536231.75.peg.2833	14508.334	12239.89	1926	691	499	835
fig|536231.75.peg.2834	784061.993	449972.892	565102.772	79647	59587	66558
fig|536231.75.peg.2835	4798	4718	2393	528	496	523
fig|536231.75.peg.2836	10406	7824.067	8001.08	1017	776	982
fig|536231.75.peg.2837	127963.856	198039.291	80292	2237.519	1636	1780
fig|536231.75.peg.2838	893	796	445	62	57	43
fig|536231.75.peg.2839	10	26	24	4	10	2
fig|536231.75.peg.2840	0	6	1	0	0	0
fig|536231.75.peg.2841	1317	1025	1196	203	126	188
fig|536231.75.peg.2842	7393	10604.901	11182	950	771	747
fig|536231.75.peg.2843	12043.32	11980	16396	2412	1988	1859
fig|536231.75.peg.2844	514	274	586	100	69	105
fig|536231.75.peg.2845	383	296	179	66	45	25
fig|536231.75.peg.2846	45	66	32	2	2	7
fig|536231.75.peg.2847	160	138	97	30	29	13
fig|536231.75.peg.2848	178	135	41	18	15	12
fig|536231.75.peg.2849	1913	3005	1398	146	87	60
fig|536231.75.peg.2850	0	0	0	0	0	0
fig|536231.75.peg.2851	0	0	0	0	0	0
fig|536231.75.peg.2852	9	3	15	5	4	0
fig|536231.75.peg.2853	5485.414	5993	3739	114	84	103
fig|536231.75.peg.2854	13274.322	13953.372	7325	147	109	132
fig|536231.75.peg.2855	106	78	167	4	9	13
fig|536231.75.peg.2856	0	0	0	0	0	0
fig|536231.75.peg.2857	0	0	0	0	0	0
fig|536231.75.peg.2858	331	476	164	22	16	17
fig|536231.75.peg.2859	6	18	15	2	0	0
fig|536231.75.peg.2860	77	44	41	7	0	11
fig|536231.75.peg.2861	6926.001	15298.364	6425	373	185	155
fig|536231.75.peg.2862	16	56	39	2	4	4
fig|536231.75.peg.2863	2280.254	3267	1641	83	51	32
fig|536231.75.peg.2864	0	2	1	0	0	1
fig|536231.75.peg.2865	2	0	0	0	0	0
fig|536231.75.peg.2866	9	1	0	0	0	0
fig|536231.75.peg.2867	35775.166	23259.52	21377.497	1626	991	1482.522
fig|536231.75.peg.2868	0	0	0	0	0	0
fig|536231.75.peg.2869	0	3	0	0	0	0
fig|536231.75.peg.2870	16	1	1	0	0	0
fig|536231.75.peg.2871	109.872	53.005	65.459	12	14	14
fig|536231.75.peg.2872	58.128	14.995	38.541	4	17	5
fig|536231.75.peg.2873	12	0	0	0	0	0
fig|536231.75.peg.2874	590	354	363	66	17	34
fig|536231.75.peg.2875	658	294	325	81	54	55
fig|536231.75.peg.2876	665	315	353	63	30	60
fig|536231.75.peg.2877	1194	453	1061	132	63	85
fig|536231.75.peg.2878	1291	496	633	86	83	70
fig|536231.75.peg.2879	1535	493	705	72	46	55
fig|536231.75.peg.2880	3049	1910	1363	164	114	127
fig|536231.75.peg.2881	118	48	73	26	25	27
fig|536231.75.peg.2882	0	1	0	0	0	0
fig|536231.75.peg.2883	6	6	3	0	4	0
fig|536231.75.peg.2884	3	8	0	4	0	0
fig|536231.75.peg.2885	0	0	0	0	0	0
fig|536231.75.peg.2886	0	0	0	0	0	0
fig|536231.75.peg.2887	0	0	0	0	0	0
fig|536231.75.peg.2888	1.718	6.477	7.705	0	0	0
fig|536231.75.peg.2892	1525.818	2165.528	895.866	61.246	14.005	29.914
fig|536231.75.peg.2893	1209	1474	2170	18	15	17
fig|536231.75.peg.2894	631	509	687	21	14	37
fig|536231.75.peg.2895	2695.097	2652.39	1416.599	323.483	277.718	341.924
fig|536231.75.peg.2896	28	31	33	0	1	0
fig|536231.75.peg.2897	236	260	410	1	2	5
fig|536231.75.peg.2898	218.513	185.289	258.161	8.661	0	24.572
fig|536231.75.peg.2899	552.207	500.969	445.861	13.057	29.447	21.204
fig|536231.75.peg.2900	94.715	106.692	76.32	3.793	0	4
fig|536231.75.peg.2901	0	5.998	0	0	0	0
fig|536231.75.peg.2902	583.969	772.996	852.699	7.529	9	18
fig|536231.75.peg.2903	1095.01	979.219	1125.558	105.804	122.7	156.317
fig|536231.75.peg.2904	174	166	136	0	2	7
fig|536231.75.peg.2905	821.338	783.897	519.954	152.537	104.9	144.598
fig|536231.75.peg.2906	2	13	8	0	0	0
fig|536231.75.peg.2907	46	37	34	3	0	2
fig|536231.75.peg.2908	2122.343	1985.538	1382.239	211.528	219.329	254.019
fig|536231.75.peg.2909	1053	1356	1986	15	16	20
fig|536231.75.peg.2910	1163.744	1184.201	792.507	156.911	162.8	176.289
fig|536231.75.peg.2911	121	89.546	42	9	11	5
fig|536231.75.peg.2912	36	29	28	0	1	0
fig|536231.75.peg.2913	757.793	841.031	952.139	27.943	16.553	42.796
fig|536231.75.peg.2914	1295.586	1285.242	763.077	207.734	165.453	242.181
fig|536231.75.peg.2915	17	49	27	0	0	0
fig|536231.75.peg.2916	864	1070	921	41	20	36
fig|536231.75.peg.2917	175	99	88	10	0	1
fig|536231.75.peg.2918	353	339	308	122	80	68
fig|536231.75.peg.2919	6	1	0	0	0	0
fig|536231.75.peg.2920	36	13	17	4	0	3
fig|536231.75.peg.2921	18	14	10	0	0	0
fig|536231.75.peg.2922	25	33	31	2	0	0
fig|536231.75.peg.2923	84	30	35	8	1	13
fig|536231.75.peg.2924	14	14	9	0	0	0
fig|536231.75.peg.2925	1	7	2	4	3	5
fig|536231.75.peg.2926	148	64	49	9	0	14
fig|536231.75.peg.2927	10	4	20	2	3	0
fig|536231.75.peg.2928	38	42	20	5	10	8
fig|536231.75.peg.2929	18	18	18	7	4	5
fig|536231.75.peg.2930	13	24	9	1	0	2
fig|536231.75.peg.2931	1	0	5	0	0	0
fig|536231.75.peg.2932	2	0	0	0	0	0
fig|536231.75.peg.2933	0	0	0	0	0	0
fig|536231.75.peg.2934	2	3	7	0	2	0
fig|536231.75.peg.2935	6	2	3	4	0	0
fig|536231.75.peg.2936	242	198	116	25	22	28
fig|536231.75.peg.2937	65	91	53	4	5	5
fig|536231.75.peg.2938	89	94	86	14	6	7
fig|536231.75.peg.2939	10	24	7	5	1	1
fig|536231.75.peg.2940	207	237.04	180	10	7	8
fig|536231.75.peg.2941	82	102	56	1	0	4
fig|536231.75.peg.2942	12	17	23	0	0	3
fig|536231.75.peg.2943	303	397	45	12	0	17
fig|536231.75.peg.2944	3622	4577	971	328	267	291
fig|536231.75.peg.2945	76407.517	125009.516	43352	4308	4392	2926
fig|536231.75.peg.2946	13171	13837	8826	877	637	679
fig|536231.75.peg.2947	62	43	57	9	19	8
fig|536231.75.peg.2948	732	929	1525	146	93	79
fig|536231.75.peg.2949	174	212	86	33	41	25
fig|536231.75.peg.2950	139	174	78	13	15	11
fig|536231.75.peg.2951	480398.793	1759876.074	314552.699	12441.979	11003	8429
fig|536231.75.peg.2952	938	1162	511	132	59	70
fig|536231.75.peg.2953	1444	2300	771	163	157	129
fig|536231.75.peg.2954	1502	1928	1469	338	342	262
fig|536231.75.peg.2955	4397	5510	4046	564	299	339
fig|536231.75.peg.2956	2338	2850	2030	449	356	335
fig|536231.75.peg.2957	792	1024	378	180	208	135
fig|536231.75.peg.2958	1301	775	1139	149	112	132
fig|536231.75.peg.2959	4824	2945	2695	611	435	580
fig|536231.75.peg.2960	4480	2900	2676	439	259	407
fig|536231.75.peg.2961	5078	2968	2623	594	391	576
fig|536231.75.peg.2962	513	464	452	67	75	120
fig|536231.75.peg.2963	3702.768	2468	2289	497	415	435
fig|536231.75.peg.2964	22825.505	9713.238	19906.383	3362	2283	2135
fig|536231.75.peg.2965	6913	8277.092	5041	664	687	633
fig|536231.75.peg.2966	3566.022	3960.02	2803	236	261	247
fig|536231.75.peg.2967	6359	7125	5382	460	330	370
fig|536231.75.peg.2968	6588	6747.905	5631	562	451	480
fig|536231.75.peg.2969	6697	7261	7589	332	370	345
fig|536231.75.peg.2970	17513.492	18252.099	17941	870	660	799
fig|536231.75.peg.2971	697	465	897	110	68	57
fig|536231.75.peg.2972	1287	1143	1132	166	140	152
fig|536231.75.peg.2973	16687	13223	11234.184	1916	1331	1682
fig|536231.75.peg.2974	26587	25307	17873	4050	3031	3447
fig|536231.75.peg.2975	5571	4150	2787	418	375	523
fig|536231.75.peg.2976	202.804	256.386	195.352	2	1.099	1
fig|536231.75.peg.2977	443.196	454.614	480.648	6	4.901	3
fig|536231.75.peg.2978	8450	16861.037	5287	1608	1582	1930
fig|536231.75.peg.2979	2739	5021	1340	378	378	544
fig|536231.75.peg.2980	3566	6270.245	2520	505	568	659
fig|536231.75.peg.2981	16709.96	49799	10693	559	168	273
fig|536231.75.peg.2982	12706.478	11702	6798	1546	1222	1457
fig|536231.75.peg.2983	118	74	97	10	6	10
fig|536231.75.peg.2984	1945	1388	1038	174	130	194
fig|536231.75.peg.2985	11046	9345.045	10662	703	508	590
fig|536231.75.peg.2986	0	0	0	0	0	0
fig|536231.75.peg.2987	0	3	0	0	0	2
fig|536231.75.peg.2988	7832.652	8454	6799	737	571	370
fig|536231.75.peg.2990	0	0	1.011	0	0	0
fig|536231.75.peg.2991	0	10	0	0	0	0
fig|536231.75.peg.2992	377	586.655	361	11.483	9	10
fig|536231.75.peg.2993	218	249.345	137	20.517	3	10
fig|536231.75.peg.2994	5	3	15	0	0	0
fig|536231.75.peg.2995	1374.137	1546.134	2866.913	86.551	78.249	87.843
fig|536231.75.peg.2996	313.863	313.866	279.087	18.449	12.751	21.157
fig|536231.75.peg.2997	2359	2508	1666	360	343	417
fig|536231.75.peg.2998	19678	20868	13673.043	2338	1658	1866
fig|536231.75.peg.2999	103	125	13	11	0	9
fig|536231.75.peg.3000	897	1003	349	76	40	85
fig|536231.75.peg.3001	3416.003	3264	4831	281	139	168
fig|536231.75.peg.3002	5824	5423.658	4080	743	450	549
fig|536231.75.peg.3003	3826	2891	3764.01	476	399	445
fig|536231.75.peg.3004	4620	3534.002	4602	621	419	413
fig|536231.75.peg.3005	5939	5755	4375	271	195	148
fig|536231.75.peg.3006	1454	1595	1316	312	275	328
fig|536231.75.peg.3007	3301	3666	2141	481	393	488
fig|536231.75.peg.3008	6	0	0	0	0	0
fig|536231.75.peg.3009	75	65	79	22	19	17
fig|536231.75.peg.3010	1994	2255.17	1600	258	184	140
fig|536231.75.peg.3011	28	12	17	6	1	8
fig|536231.75.peg.3012	139	144	83	35	28	46
fig|536231.75.peg.3013	72	103	53	25	6	8
fig|536231.75.peg.3014	21	47	37	1	2	0
fig|536231.75.peg.3015	247	636	221	15	9	9
fig|536231.75.peg.3017	86	302	21	2	12	9
fig|536231.75.peg.3018	1330	2084.043	1304	190	102	134
fig|536231.75.peg.3019	258	163	260	31	8	29
fig|536231.75.peg.3020	81	42	75	5	12	6
fig|536231.75.peg.3021	63	125	91	1	1	3
fig|536231.75.peg.3022	987	593	1073	113	106	111
fig|536231.75.peg.3023	475	335	427	74	51	63
fig|536231.75.peg.3024	11363.105	5845	10263.361	937	796	909
fig|536231.75.peg.3025	23545.891	10080	23793.792	1690	1204	1577
fig|536231.75.peg.3026	10083	6224	7013	738	595	638
fig|536231.75.peg.3027	3	9	10	2	0	1
fig|536231.75.peg.3028	3374	1817	2626.017	505	348	489
fig|536231.75.peg.3029	5859	3610	4934	1353	1164	1413
fig|536231.75.peg.3030	6073	4407	4606	858	678	1021
fig|536231.75.peg.3031	3527	2005	2618	582	320	658
fig|536231.75.peg.3032	2787	1795	2318	571	515	614
fig|536231.75.peg.3033	3212.015	1843	2767	834	679	820
fig|536231.75.peg.3034	1303	1164	942	252	215	265
fig|536231.75.peg.3035	4120	3720	2664	863	637	789
fig|536231.75.peg.3036	1612	1190	754	242	254	301
fig|536231.75.peg.3037	6597	4218	3453	1071	843	810
fig|536231.75.peg.3038	32	33	10	1	2	9
fig|536231.75.peg.3039	10916	8350	10594	1276	1055	1109
fig|536231.75.peg.3040	4777	3482	3483	335	280	190
fig|536231.75.peg.3041	112	94	50	17	6	17
fig|536231.75.peg.3042	7958	12839	7194	316	338	256
fig|536231.75.peg.3043	1574	932	1256	316	296	245
fig|536231.75.peg.3044	42861	20771	29908	4828	3935	5668
fig|536231.75.peg.3045	445635.454	183838.483	245638.993	22870	15854	24931
fig|536231.75.peg.3046	38855.029	20910.266	34774.027	2962	2153	3140
